(12.0,3.0,0.0),(13.0,2.0,0.0),(13.0,3.0,0.0);(0,88:1);3.49510413492
(13.0,2.0,0.0),(14.0,2.0,0.0),(13.0,3.0,0.0);(0,59:2),(2,89:1);5.21599496704
(13.0,3.0,0.0),(14.0,2.0,0.0),(14.0,3.0,0.0);(0,90:1);9.38935741816
(14.0,2.0,0.0),(15.0,2.0,0.0),(14.0,3.0,0.0);(0,61:2),(2,91:1);13.3875574988
(14.0,3.0,0.0),(15.0,2.0,0.0),(15.0,3.0,0.0);(0,92:1);13.0271332162
(15.0,2.0,0.0),(16.0,2.0,0.0),(15.0,3.0,0.0);(0,63:2),(2,93:1);8.7469013413
(15.0,3.0,0.0),(16.0,2.0,0.0),(16.0,3.0,0.0);(0,94:1);8.7469013413
(0.0,3.0,0.0),(1.0,3.0,0.0),(1.0,4.0,0.0);(0,65:2);5.37963614396
(0.0,4.0,0.0),(0.0,3.0,0.0),(1.0,4.0,0.0);(1,96:2);4.61067566538
(1.0,3.0,0.0),(2.0,3.0,0.0),(2.0,4.0,0.0);(0,67:2);5.30511531264
(1.0,4.0,0.0),(1.0,3.0,0.0),(2.0,4.0,0.0);(0,96:1),(1,98:2);5.85099213694
(2.0,3.0,0.0),(3.0,3.0,0.0),(3.0,4.0,0.0);(0,69:2);5.07827158913
(2.0,4.0,0.0),(2.0,3.0,0.0),(3.0,4.0,0.0);(0,98:1),(1,100:2);5.41175648006
(3.0,3.0,0.0),(4.0,3.0,0.0),(4.0,4.0,0.0);(0,71:2);5.01033608338
(3.0,4.0,0.0),(3.0,3.0,0.0),(4.0,4.0,0.0);(0,100:1),(1,102:2);5.28915949354
(4.0,3.0,0.0),(5.0,3.0,0.0),(5.0,4.0,0.0);(0,73:2);6.11930347544
(4.0,4.0,0.0),(4.0,3.0,0.0),(5.0,4.0,0.0);(0,102:1),(1,104:2);5.52346128847
(5.0,3.0,0.0),(6.0,3.0,0.0),(6.0,4.0,0.0);(0,75:2);5.52295740989
(5.0,4.0,0.0),(5.0,3.0,0.0),(6.0,4.0,0.0);(0,104:1),(1,106:2);5.75075287544
(6.0,3.0,0.0),(7.0,3.0,0.0),(7.0,4.0,0.0);(0,77:2);5.52825840391
(6.0,4.0,0.0),(6.0,3.0,0.0),(7.0,4.0,0.0);(0,106:1),(1,108:2);4.90080781106
(7.0,3.0,0.0),(8.0,3.0,0.0),(8.0,4.0,0.0);(0,79:2);5.78562262075
(7.0,4.0,0.0),(7.0,3.0,0.0),(8.0,4.0,0.0);(0,108:1),(1,110:2);5.99826151766
(8.0,3.0,0.0),(9.0,3.0,0.0),(9.0,4.0,0.0);(0,81:2);3.30913405925
(8.0,4.0,0.0),(8.0,3.0,0.0),(9.0,4.0,0.0);(0,110:1),(1,112:2);5.22612635259
(9.0,3.0,0.0),(10.0,3.0,0.0),(10.0,4.0,0.0);(0,83:2);1.0
(9.0,4.0,0.0),(9.0,3.0,0.0),(10.0,4.0,0.0);(0,112:1),(1,114:2);2.34407781398
(10.0,3.0,0.0),(11.0,3.0,0.0),(11.0,4.0,0.0);(0,85:2);1.0
(10.0,4.0,0.0),(10.0,3.0,0.0),(11.0,4.0,0.0);(0,114:1),(1,116:2);1.0
(11.0,3.0,0.0),(12.0,3.0,0.0),(12.0,4.0,0.0);(0,87:2);1.0
(11.0,4.0,0.0),(11.0,3.0,0.0),(12.0,4.0,0.0);(0,116:1),(1,118:2);1.0
(12.0,3.0,0.0),(13.0,3.0,0.0),(13.0,4.0,0.0);(0,89:2);2.33513325271
(12.0,4.0,0.0),(12.0,3.0,0.0),(13.0,4.0,0.0);(0,118:1),(1,120:2);1.0
(13.0,3.0,0.0),(14.0,3.0,0.0),(14.0,4.0,0.0);(0,91:2);7.66846658605
(13.0,4.0,0.0),(13.0,3.0,0.0),(14.0,4.0,0.0);(0,120:1),(1,122:2);2.33513325271
(14.0,3.0,0.0),(15.0,3.0,0.0),(15.0,4.0,0.0);(0,93:2);9.59045135032
(14.0,4.0,0.0),(14.0,3.0,0.0),(15.0,4.0,0.0);(0,122:1),(1,124:2);8.22998480074
(15.0,3.0,0.0),(16.0,3.0,0.0),(16.0,4.0,0.0);(0,95:2);13.0271332162
(15.0,4.0,0.0),(15.0,3.0,0.0),(16.0,4.0,0.0);(0,124:1),(1,126:2);9.59045135032
(0.0,4.0,0.0),(1.0,4.0,0.0),(0.0,5.0,0.0);(0,97:2);4.66053357011
(0.0,5.0,0.0),(1.0,4.0,0.0),(1.0,5.0,0.0);(0,128:1);5.07075285339
(1.0,4.0,0.0),(2.0,4.0,0.0),(1.0,5.0,0.0);(0,99:2),(2,129:1);5.49225094164
(1.0,5.0,0.0),(2.0,4.0,0.0),(2.0,5.0,0.0);(0,130:1);5.55191366259
(2.0,4.0,0.0),(3.0,4.0,0.0),(2.0,5.0,0.0);(0,101:2),(2,131:1);6.01729602531
(2.0,5.0,0.0),(3.0,4.0,0.0),(3.0,5.0,0.0);(0,132:1);5.50345795923
(3.0,4.0,0.0),(4.0,4.0,0.0),(3.0,5.0,0.0);(0,103:2),(2,133:1);5.10880631839
(3.0,5.0,0.0),(4.0,4.0,0.0),(4.0,5.0,0.0);(0,134:1);4.63696469208
(4.0,4.0,0.0),(5.0,4.0,0.0),(4.0,5.0,0.0);(0,105:2),(2,135:1);5.33044307233
(4.0,5.0,0.0),(5.0,4.0,0.0),(5.0,5.0,0.0);(0,136:1);4.93254072664
(5.0,4.0,0.0),(6.0,4.0,0.0),(5.0,5.0,0.0);(0,107:2),(2,137:1);4.75700834279
(5.0,5.0,0.0),(6.0,4.0,0.0),(6.0,5.0,0.0);(0,138:1);4.15358494332
(6.0,4.0,0.0),(7.0,4.0,0.0),(6.0,5.0,0.0);(0,109:2),(2,139:1);4.52517987714
(6.0,5.0,0.0),(7.0,4.0,0.0),(7.0,5.0,0.0);(0,140:1);5.03581489394
(7.0,4.0,0.0),(8.0,4.0,0.0),(7.0,5.0,0.0);(0,111:2),(2,141:1);5.88144594161
(7.0,5.0,0.0),(8.0,4.0,0.0),(8.0,5.0,0.0);(0,142:1);6.62160625528
(8.0,4.0,0.0),(9.0,4.0,0.0),(8.0,5.0,0.0);(0,113:2),(2,143:1);6.17892556317
(8.0,5.0,0.0),(9.0,4.0,0.0),(9.0,5.0,0.0);(0,144:1);5.83880977787
(9.0,4.0,0.0),(10.0,4.0,0.0),(9.0,5.0,0.0);(0,115:2),(2,145:1);3.92095432202
(9.0,5.0,0.0),(10.0,4.0,0.0),(10.0,5.0,0.0);(0,146:1);3.55944863616
(10.0,4.0,0.0),(11.0,4.0,0.0),(10.0,5.0,0.0);(0,117:2),(2,147:1);1.98257212812
(10.0,5.0,0.0),(11.0,4.0,0.0),(11.0,5.0,0.0);(0,148:1);1.98257212812
(11.0,4.0,0.0),(12.0,4.0,0.0),(11.0,5.0,0.0);(0,119:2),(2,149:1);1.0
(11.0,5.0,0.0),(12.0,4.0,0.0),(12.0,5.0,0.0);(0,150:1);1.0
(12.0,4.0,0.0),(13.0,4.0,0.0),(12.0,5.0,0.0);(0,121:2),(2,151:1);1.0
(12.0,5.0,0.0),(13.0,4.0,0.0),(13.0,5.0,0.0);(0,152:1);1.0
(13.0,4.0,0.0),(14.0,4.0,0.0),(13.0,5.0,0.0);(0,123:2),(2,153:1);1.0
(13.0,5.0,0.0),(14.0,4.0,0.0),(14.0,5.0,0.0);(0,154:1);1.0
(14.0,4.0,0.0),(15.0,4.0,0.0),(14.0,5.0,0.0);(0,125:2),(2,155:1);2.89665146741
(14.0,5.0,0.0),(15.0,4.0,0.0),(15.0,5.0,0.0);(0,156:1);2.89665146741
(15.0,4.0,0.0),(16.0,4.0,0.0),(15.0,5.0,0.0);(0,127:2),(2,157:1);8.22998480074
(15.0,5.0,0.0),(16.0,4.0,0.0),(16.0,5.0,0.0);(0,158:1);7.50530849715
(0.0,5.0,0.0),(1.0,5.0,0.0),(1.0,6.0,0.0);(0,129:2);4.74938369415
(0.0,6.0,0.0),(0.0,5.0,0.0),(1.0,6.0,0.0);(1,160:2);5.20544397177
(1.0,5.0,0.0),(2.0,5.0,0.0),(2.0,6.0,0.0);(0,131:2);9.39010266494
(1.0,6.0,0.0),(1.0,5.0,0.0),(2.0,6.0,0.0);(0,160:1),(1,162:2);9.00907078475
(2.0,5.0,0.0),(3.0,5.0,0.0),(3.0,6.0,0.0);(0,133:2);4.58806031112
(2.0,6.0,0.0),(2.0,5.0,0.0),(3.0,6.0,0.0);(0,162:1),(1,164:2);8.94008737956
(3.0,5.0,0.0),(4.0,5.0,0.0),(4.0,6.0,0.0);(0,135:2);4.70782254365
(3.0,6.0,0.0),(3.0,5.0,0.0),(4.0,6.0,0.0);(0,164:1),(1,166:2);4.26426652186
(4.0,5.0,0.0),(5.0,5.0,0.0),(5.0,6.0,0.0);(0,137:2);4.88048823179
(4.0,6.0,0.0),(4.0,5.0,0.0),(5.0,6.0,0.0);(0,166:1),(1,168:2);5.34924842904
(5.0,5.0,0.0),(6.0,5.0,0.0),(6.0,6.0,0.0);(0,139:2);4.28310966381
(5.0,6.0,0.0),(5.0,5.0,0.0),(6.0,6.0,0.0);(0,168:1),(1,170:2);4.83448056843
(6.0,5.0,0.0),(7.0,5.0,0.0),(7.0,6.0,0.0);(0,141:2);4.82463051709
(6.0,6.0,0.0),(6.0,5.0,0.0),(7.0,6.0,0.0);(0,170:1),(1,172:2);4.44352022079
(7.0,5.0,0.0),(8.0,5.0,0.0),(8.0,6.0,0.0);(0,143:2);5.75145162382
(7.0,6.0,0.0),(7.0,5.0,0.0),(8.0,6.0,0.0);(0,172:1),(1,174:2);4.8001069333
(8.0,5.0,0.0),(9.0,5.0,0.0),(9.0,6.0,0.0);(0,145:2);5.49629582595
(8.0,6.0,0.0),(8.0,5.0,0.0),(9.0,6.0,0.0);(0,174:1),(1,176:2);4.9662569798
(9.0,5.0,0.0),(10.0,5.0,0.0),(10.0,6.0,0.0);(0,147:2);5.16899511679
(9.0,6.0,0.0),(9.0,5.0,0.0),(10.0,6.0,0.0);(0,176:1),(1,178:2);5.18798685074
(10.0,5.0,0.0),(11.0,5.0,0.0),(11.0,6.0,0.0);(0,149:2);3.92384316842
(10.0,6.0,0.0),(10.0,5.0,0.0),(11.0,6.0,0.0);(0,178:1),(1,180:2);5.53338964905
(11.0,5.0,0.0),(12.0,5.0,0.0),(12.0,6.0,0.0);(0,151:2);1.0
(11.0,6.0,0.0),(11.0,5.0,0.0),(12.0,6.0,0.0);(0,180:1),(1,182:2);2.9412710403
(12.0,5.0,0.0),(13.0,5.0,0.0),(13.0,6.0,0.0);(0,153:2);1.0
(12.0,6.0,0.0),(12.0,5.0,0.0),(13.0,6.0,0.0);(0,182:1),(1,184:2);1.0
(13.0,5.0,0.0),(14.0,5.0,0.0),(14.0,6.0,0.0);(0,155:2);1.0
(13.0,6.0,0.0),(13.0,5.0,0.0),(14.0,6.0,0.0);(0,184:1),(1,186:2);1.0
(14.0,5.0,0.0),(15.0,5.0,0.0),(15.0,6.0,0.0);(0,157:2);1.0
(14.0,6.0,0.0),(14.0,5.0,0.0),(15.0,6.0,0.0);(0,186:1),(1,188:2);1.0
(15.0,5.0,0.0),(16.0,5.0,0.0),(16.0,6.0,0.0);(0,159:2);2.17197516382
(15.0,6.0,0.0),(15.0,5.0,0.0),(16.0,6.0,0.0);(0,188:1),(1,190:2);1.0
(0.0,6.0,0.0),(1.0,6.0,0.0),(0.0,7.0,0.0);(0,161:2);6.08758184043
(0.0,7.0,0.0),(1.0,6.0,0.0),(1.0,7.0,0.0);(0,192:1);5.90650161638
(1.0,6.0,0.0),(2.0,6.0,0.0),(1.0,7.0,0.0);(0,163:2),(2,193:1);9.28405083832
(1.0,7.0,0.0),(2.0,6.0,0.0),(2.0,7.0,0.0);(0,194:1);9.76719289893
(2.0,6.0,0.0),(3.0,6.0,0.0),(2.0,7.0,0.0);(0,165:2),(2,195:1);9.04219755998
(2.0,7.0,0.0),(3.0,6.0,0.0),(3.0,7.0,0.0);(0,196:1);4.45981821328
(3.0,6.0,0.0),(4.0,6.0,0.0),(3.0,7.0,0.0);(0,167:2),(2,197:1);4.03391424359
(3.0,7.0,0.0),(4.0,6.0,0.0),(4.0,7.0,0.0);(0,198:1);3.73562380612
(4.0,6.0,0.0),(5.0,6.0,0.0),(4.0,7.0,0.0);(0,169:2),(2,199:1);4.60740196978
(4.0,7.0,0.0),(5.0,6.0,0.0),(5.0,7.0,0.0);(0,200:1);4.44431722797
(5.0,6.0,0.0),(6.0,6.0,0.0),(5.0,7.0,0.0);(0,171:2),(2,201:1);5.14015602388
(5.0,7.0,0.0),(6.0,6.0,0.0),(6.0,7.0,0.0);(0,202:1);4.97723873364
(6.0,6.0,0.0),(7.0,6.0,0.0),(6.0,7.0,0.0);(0,173:2),(2,203:1);4.83197383517
(6.0,7.0,0.0),(7.0,6.0,0.0),(7.0,7.0,0.0);(0,204:1);4.43395898451
(7.0,6.0,0.0),(8.0,6.0,0.0),(7.0,7.0,0.0);(0,175:2),(2,205:1);4.02098178634
(7.0,7.0,0.0),(8.0,6.0,0.0),(8.0,7.0,0.0);(0,206:1);4.80877320068
(8.0,6.0,0.0),(9.0,6.0,0.0),(8.0,7.0,0.0);(0,177:2),(2,207:1);4.80270370361
(8.0,7.0,0.0),(9.0,6.0,0.0),(9.0,7.0,0.0);(0,208:1);4.75586826288
(9.0,6.0,0.0),(10.0,6.0,0.0),(9.0,7.0,0.0);(0,179:2),(2,209:1);4.61111256385
(9.0,7.0,0.0),(10.0,6.0,0.0),(10.0,7.0,0.0);(0,210:1);5.08737402355
(10.0,6.0,0.0),(11.0,6.0,0.0),(10.0,7.0,0.0);(0,181:2),(2,211:1);6.0286428427
(10.0,7.0,0.0),(11.0,6.0,0.0),(11.0,7.0,0.0);(0,212:1);5.94740711844
(11.0,6.0,0.0),(12.0,6.0,0.0),(11.0,7.0,0.0);(0,183:2),(2,213:1);4.46958179667
(11.0,7.0,0.0),(12.0,6.0,0.0),(12.0,7.0,0.0);(0,214:1);4.29874516956
(12.0,6.0,0.0),(13.0,6.0,0.0),(12.0,7.0,0.0);(0,185:2),(2,215:1);2.77043441319
(12.0,7.0,0.0),(13.0,6.0,0.0),(13.0,7.0,0.0);(0,216:1);2.77043441319
(13.0,6.0,0.0),(14.0,6.0,0.0),(13.0,7.0,0.0);(0,187:2),(2,217:1);1.0
(13.0,7.0,0.0),(14.0,6.0,0.0),(14.0,7.0,0.0);(0,218:1);1.0
(14.0,6.0,0.0),(15.0,6.0,0.0),(14.0,7.0,0.0);(0,189:2),(2,219:1);1.0
(14.0,7.0,0.0),(15.0,6.0,0.0),(15.0,7.0,0.0);(0,220:1);1.0
(15.0,6.0,0.0),(16.0,6.0,0.0),(15.0,7.0,0.0);(0,191:2),(2,221:1);1.0
(15.0,7.0,0.0),(16.0,6.0,0.0),(16.0,7.0,0.0);(0,222:1);1.0
(0.0,7.0,0.0),(1.0,7.0,0.0),(1.0,8.0,0.0);(0,193:2);6.36323354567
(0.0,8.0,0.0),(0.0,7.0,0.0),(1.0,8.0,0.0);(1,224:2);5.63211485865
(1.0,7.0,0.0),(2.0,7.0,0.0),(2.0,8.0,0.0);(0,195:2);5.96699644463
(1.0,8.0,0.0),(1.0,7.0,0.0),(2.0,8.0,0.0);(0,224:1),(1,226:2);5.94058631331
(2.0,7.0,0.0),(3.0,7.0,0.0),(3.0,8.0,0.0);(0,197:2);5.00271235111
(2.0,8.0,0.0),(2.0,7.0,0.0),(3.0,8.0,0.0);(0,226:1),(1,228:2);5.78489524351
(3.0,7.0,0.0),(4.0,7.0,0.0),(4.0,8.0,0.0);(0,199:2);3.28220617943
(3.0,8.0,0.0),(3.0,7.0,0.0),(4.0,8.0,0.0);(0,228:1),(1,230:2);4.12339075473
(4.0,7.0,0.0),(5.0,7.0,0.0),(5.0,8.0,0.0);(0,201:2);4.01212813615
(4.0,8.0,0.0),(4.0,7.0,0.0),(5.0,8.0,0.0);(0,230:1),(1,232:2);3.72179525126
(5.0,7.0,0.0),(6.0,7.0,0.0),(6.0,8.0,0.0);(0,203:2);4.88662644076
(5.0,8.0,0.0),(5.0,7.0,0.0),(6.0,8.0,0.0);(0,232:1),(1,234:2);4.61735463917
(6.0,7.0,0.0),(7.0,7.0,0.0),(7.0,8.0,0.0);(0,205:2);4.29794025013
(6.0,8.0,0.0),(6.0,7.0,0.0),(7.0,8.0,0.0);(0,234:1),(1,236:2);4.60534280791
(7.0,7.0,0.0),(8.0,7.0,0.0),(8.0,8.0,0.0);(0,207:2);5.74077491403
(7.0,8.0,0.0),(7.0,7.0,0.0),(8.0,8.0,0.0);(0,236:1),(1,238:2);4.81696476532
(8.0,7.0,0.0),(9.0,7.0,0.0),(9.0,8.0,0.0);(0,209:2);4.96850145805
(8.0,8.0,0.0),(8.0,7.0,0.0),(9.0,8.0,0.0);(0,238:1),(1,240:2);5.94733861213
(9.0,7.0,0.0),(10.0,7.0,0.0),(10.0,8.0,0.0);(0,211:2);6.47782754292
(9.0,8.0,0.0),(9.0,7.0,0.0),(10.0,8.0,0.0);(0,240:1),(1,242:2);6.21419927838
(10.0,7.0,0.0),(11.0,7.0,0.0),(11.0,8.0,0.0);(0,213:2);7.00613607813
(10.0,8.0,0.0),(10.0,7.0,0.0),(11.0,8.0,0.0);(0,242:1),(1,244:2);8.47782532177
(11.0,7.0,0.0),(12.0,7.0,0.0),(12.0,8.0,0.0);(0,215:2);6.17965043955
(11.0,8.0,0.0),(11.0,7.0,0.0),(12.0,8.0,0.0);(0,244:1),(1,246:2);7.40921602636
(12.0,7.0,0.0),(13.0,7.0,0.0),(13.0,8.0,0.0);(0,217:2);4.52234961116
(12.0,8.0,0.0),(12.0,7.0,0.0),(13.0,8.0,0.0);(0,246:1),(1,248:2);6.40325488116
(13.0,7.0,0.0),(14.0,7.0,0.0),(14.0,8.0,0.0);(0,219:2);2.58916726646
(13.0,8.0,0.0),(13.0,7.0,0.0),(14.0,8.0,0.0);(0,248:1),(1,250:2);4.34108246443
(14.0,7.0,0.0),(15.0,7.0,0.0),(15.0,8.0,0.0);(0,221:2);1.0
